date,day_of_week,shift,hour,hours_into_shift,station,headcount,units_processed,uph,target_uph,downtime_minutes,pod_starvation_event,peak_period
2026-04-09,Thursday,Night,4,9,Rebin,11,2852,259.3,300,2.9,0,0
2026-04-09,Thursday,Night,4,9,Pack-Singles,14,2463,175.9,210,0.1,0,0
2026-04-09,Thursday,Night,4,9,Pack-Multis,10,1294,129.4,140,0.0,0,0
2026-04-09,Thursday,Night,4,9,SLAM,13,10618,816.8,900,0.4,0,0
2026-04-10,Friday,Day,8,0,Stow,9,1808,200.9,180,1.7,0,0
2026-04-10,Friday,Day,8,0,Pick,7,1867,266.7,240,2.7,0,0
2026-04-10,Friday,Day,8,0,Rebin,11,3077,279.7,300,0.0,0,0
2026-04-10,Friday,Day,8,0,Pack-Singles,16,3142,196.4,210,0.0,0,0
2026-04-10,Friday,Day,8,0,Pack-Multis,12,1487,123.9,140,0.0,0,0
2026-04-10,Friday,Day,8,0,SLAM,13,12080,929.2,900,0.6,0,0
2026-04-10,Friday,Day,9,1,Stow,12,2093,174.4,180,1.1,0,0
2026-04-10,Friday,Day,9,1,Pick,10,2302,230.2,240,0.3,0,0
2026-04-10,Friday,Day,9,1,Rebin,10,3219,321.9,300,2.4,0,0
2026-04-10,Friday,Day,9,1,Pack-Singles,10,1924,192.4,210,1.0,0,0
2026-04-10,Friday,Day,9,1,Pack-Multis,16,2078,129.9,140,1.0,0,0
2026-04-10,Friday,Day,9,1,SLAM,12,10717,893.1,900,0.5,0,0
2026-04-10,Friday,Day,10,2,Stow,14,2600,185.7,180,2.5,0,0
2026-04-10,Friday,Day,10,2,Pick,13,3315,255.0,240,3.6,0,0
2026-04-10,Friday,Day,10,2,Rebin,14,4883,348.8,300,3.0,0,0
2026-04-10,Friday,Day,10,2,Pack-Singles,10,2224,222.4,210,2.3,0,0
2026-04-10,Friday,Day,10,2,Pack-Multis,15,1957,130.5,140,2.0,0,0
2026-04-10,Friday,Day,10,2,SLAM,10,9322,932.2,900,0.9,0,0
2026-04-10,Friday,Day,11,3,Stow,12,1946,162.2,180,2.4,0,0
2026-04-10,Friday,Day,11,3,Pick,12,2910,242.5,240,4.1,0,0
2026-04-10,Friday,Day,11,3,Rebin,11,3379,307.2,300,1.4,0,0
2026-04-10,Friday,Day,11,3,Pack-Singles,12,2911,242.6,210,1.3,0,0
2026-04-10,Friday,Day,11,3,Pack-Multis,10,1583,158.3,140,0.7,0,0
2026-04-10,Friday,Day,11,3,SLAM,8,6826,853.2,900,0.0,0,0
2026-04-10,Friday,Day,12,4,Stow,8,1403,175.4,180,1.1,0,0
2026-04-10,Friday,Day,12,4,Pick,14,3508,250.6,240,2.1,0,0
2026-04-10,Friday,Day,12,4,Rebin,10,3185,318.5,300,3.3,0,0
2026-04-10,Friday,Day,12,4,Pack-Singles,12,2594,216.2,210,0.0,0,0
2026-04-10,Friday,Day,12,4,Pack-Multis,14,2204,157.4,140,1.7,0,0
2026-04-10,Friday,Day,12,4,SLAM,10,8897,889.7,900,0.6,0,0
2026-04-10,Friday,Day,13,5,Stow,11,2069,188.1,180,1.6,0,0
2026-04-10,Friday,Day,13,5,Pick,14,3447,246.2,240,0.0,0,0
2026-04-10,Friday,Day,13,5,Rebin,10,2881,288.1,300,0.9,0,0
2026-04-10,Friday,Day,13,5,Pack-Singles,15,3581,238.7,210,2.5,0,0
2026-04-10,Friday,Day,13,5,Pack-Multis,12,1519,126.6,140,1.5,0,0
2026-04-10,Friday,Day,13,5,SLAM,10,10027,1002.7,900,0.0,0,0
2026-04-10,Friday,Day,14,6,Stow,12,2027,168.9,180,1.2,0,0
2026-04-10,Friday,Day,14,6,Pick,13,3343,257.2,240,1.1,0,0
2026-04-10,Friday,Day,14,6,Rebin,13,3719,286.1,300,1.6,0,0
2026-04-10,Friday,Day,14,6,Pack-Singles,14,3008,214.9,210,0.4,0,0
2026-04-10,Friday,Day,14,6,Pack-Multis,11,1649,149.9,140,0.0,0,0
2026-04-10,Friday,Day,14,6,SLAM,10,9379,937.9,900,0.5,0,0
2026-04-10,Friday,Day,15,7,Stow,9,1737,193.0,180,0.0,0,0
2026-04-10,Friday,Day,15,7,Pick,11,2475,225.0,240,0.8,0,0
2026-04-10,Friday,Day,15,7,Rebin,10,3086,308.6,300,1.4,0,0
2026-04-10,Friday,Day,15,7,Pack-Singles,13,2561,197.0,210,4.4,0,0
2026-04-10,Friday,Day,15,7,Pack-Multis,8,975,121.9,140,3.8,0,0
2026-04-10,Friday,Day,15,7,SLAM,12,10836,903.0,900,1.8,0,0
2026-04-10,Friday,Day,16,8,Stow,13,2293,176.4,180,0.0,0,0
2026-04-10,Friday,Day,16,8,Pick,13,3133,241.0,240,3.3,0,0
2026-04-10,Friday,Day,16,8,Rebin,15,4419,294.6,300,0.0,0,0
2026-04-10,Friday,Day,16,8,Pack-Singles,15,2808,187.2,210,1.7,0,0
2026-04-10,Friday,Day,16,8,Pack-Multis,11,1433,130.3,140,2.3,0,0
2026-04-10,Friday,Day,16,8,SLAM,12,10740,895.0,900,0.0,0,0
2026-04-10,Friday,Day,17,9,Stow,11,1760,160.0,180,0.9,0,0
2026-04-10,Friday,Day,17,9,Pick,11,2801,254.6,240,0.8,0,0
2026-04-10,Friday,Day,17,9,Rebin,7,2166,309.4,300,1.9,0,0
2026-04-10,Friday,Day,17,9,Pack-Singles,11,2104,191.3,210,0.0,0,0
2026-04-10,Friday,Day,17,9,Pack-Multis,15,1981,132.1,140,0.0,0,0
2026-04-10,Friday,Day,17,9,SLAM,12,11009,917.4,900,1.4,0,0
2026-04-10,Friday,Night,19,0,Stow,10,1566,156.6,180,3.5,0,0
2026-04-10,Friday,Night,19,0,Pick,11,2166,196.9,240,1.8,0,0
2026-04-10,Friday,Night,19,0,Rebin,12,3242,270.2,300,0.0,0,0
2026-04-10,Friday,Night,19,0,Pack-Singles,9,1891,210.1,210,1.6,0,0
2026-04-10,Friday,Night,19,0,Pack-Multis,12,1589,132.4,140,1.7,0,0
2026-04-10,Friday,Night,19,0,SLAM,11,9074,824.9,900,2.9,0,0
2026-04-10,Friday,Night,20,1,Stow,14,2143,153.1,180,0.9,0,0
2026-04-10,Friday,Night,20,1,Pick,13,3283,252.5,240,3.9,0,0
2026-04-10,Friday,Night,20,1,Rebin,10,3039,303.9,300,1.3,0,0
2026-04-10,Friday,Night,20,1,Pack-Singles,14,2885,206.1,210,0.0,0,0
2026-04-10,Friday,Night,20,1,Pack-Multis,13,1811,139.3,140,1.2,0,0
2026-04-10,Friday,Night,20,1,SLAM,11,8194,744.9,900,2.2,0,0
2026-04-10,Friday,Night,21,2,Stow,12,1879,156.6,180,0.7,0,0
2026-04-10,Friday,Night,21,2,Pick,12,2573,214.4,240,1.2,0,0
2026-04-10,Friday,Night,21,2,Rebin,8,2442,305.2,300,1.2,0,0
2026-04-10,Friday,Night,21,2,Pack-Singles,9,1455,161.7,210,2.7,0,0
2026-04-10,Friday,Night,21,2,Pack-Multis,13,1717,132.1,140,2.5,0,0
2026-04-10,Friday,Night,21,2,SLAM,13,11029,848.4,900,0.8,0,0
2026-04-10,Friday,Night,22,3,Stow,11,1895,172.3,180,3.3,0,0
2026-04-10,Friday,Night,22,3,Pick,11,2708,246.2,240,1.8,0,0
2026-04-10,Friday,Night,22,3,Rebin,12,3911,325.9,300,3.7,0,0
2026-04-10,Friday,Night,22,3,Pack-Singles,15,2765,184.3,210,4.5,0,0
2026-04-10,Friday,Night,22,3,Pack-Multis,11,1409,128.1,140,0.0,0,0
2026-04-10,Friday,Night,22,3,SLAM,12,9282,773.5,900,1.8,0,0
2026-04-10,Friday,Night,23,4,Stow,9,1696,188.4,180,2.0,0,0
2026-04-10,Friday,Night,23,4,Pick,16,3315,207.2,240,3.5,0,0
2026-04-10,Friday,Night,23,4,Rebin,8,2264,283.0,300,0.3,0,0
2026-04-10,Friday,Night,23,4,Pack-Singles,11,2070,188.2,210,0.0,0,0
2026-04-10,Friday,Night,23,4,Pack-Multis,9,1135,126.1,140,1.4,0,0
2026-04-10,Friday,Night,23,4,SLAM,14,11960,854.3,900,2.9,0,0
2026-04-10,Friday,Night,0,5,Stow,9,1460,162.2,180,2.3,0,0
2026-04-10,Friday,Night,0,5,Pick,12,2516,209.7,240,2.6,0,0
2026-04-10,Friday,Night,0,5,Rebin,10,2638,263.8,300,1.9,0,0
2026-04-10,Friday,Night,0,5,Pack-Singles,12,2257,188.1,210,0.4,0,0
2026-04-10,Friday,Night,0,5,Pack-Multis,9,1139,126.6,140,2.9,0,0
2026-04-10,Friday,Night,0,5,SLAM,12,10717,893.1,900,2.0,0,0
2026-04-10,Friday,Night,1,6,Stow,10,1480,148.0,180,0.0,0,0
2026-04-10,Friday,Night,1,6,Pick,10,2115,211.5,240,2.7,0,0
2026-04-10,Friday,Night,1,6,Rebin,13,4188,322.2,300,0.1,0,0
2026-04-10,Friday,Night,1,6,Pack-Singles,15,3255,217.0,210,0.9,0,0
2026-04-10,Friday,Night,1,6,Pack-Multis,12,1698,141.5,140,1.1,0,0
2026-04-10,Friday,Night,1,6,SLAM,11,8802,800.2,900,0.0,0,0
2026-04-10,Friday,Night,2,7,Stow,12,1870,155.8,180,0.0,0,0
2026-04-10,Friday,Night,2,7,Pick,12,2358,196.5,240,2.4,0,0
2026-04-10,Friday,Night,2,7,Rebin,12,3189,265.8,300,1.1,0,0
2026-04-10,Friday,Night,2,7,Pack-Singles,9,1813,201.4,210,1.5,0,0
2026-04-10,Friday,Night,2,7,Pack-Multis,12,1584,132.0,140,0.2,0,0
2026-04-10,Friday,Night,2,7,SLAM,8,7001,875.1,900,2.2,0,0
2026-04-10,Friday,Night,3,8,Stow,10,1653,165.3,180,3.1,0,0
2026-04-10,Friday,Night,3,8,Pick,14,2881,205.8,240,0.0,0,0
2026-04-10,Friday,Night,3,8,Rebin,9,2357,261.9,300,3.4,0,0
2026-04-10,Friday,Night,3,8,Pack-Singles,10,1796,179.6,210,0.3,0,0
2026-04-10,Friday,Night,3,8,Pack-Multis,10,1248,124.8,140,0.0,0,0
2026-04-10,Friday,Night,3,8,SLAM,14,11135,795.4,900,4.9,0,0
2026-04-10,Friday,Night,4,9,Stow,9,1573,174.8,180,3.3,0,0
2026-04-10,Friday,Night,4,9,Pick,11,2244,204.0,240,0.0,0,0
2026-04-10,Friday,Night,4,9,Rebin,10,2622,262.2,300,1.2,0,0
2026-04-10,Friday,Night,4,9,Pack-Singles,8,1704,213.0,210,0.8,0,0
2026-04-10,Friday,Night,4,9,Pack-Multis,12,1404,117.0,140,0.8,0,0
2026-04-10,Friday,Night,4,9,SLAM,11,8652,786.5,900,1.2,0,0
2026-04-11,Saturday,Day,8,0,Stow,12,2606,217.2,180,1.2,0,0
2026-04-11,Saturday,Day,8,0,Pick,12,3256,271.3,240,2.7,0,0
2026-04-11,Saturday,Day,8,0,Rebin,12,4094,341.2,300,0.9,0,0
2026-04-11,Saturday,Day,8,0,Pack-Singles,11,2662,242.0,210,1.1,0,0
2026-04-11,Saturday,Day,8,0,Pack-Multis,10,1696,169.6,140,2.4,0,0
2026-04-11,Saturday,Day,8,0,SLAM,15,14869,991.3,900,2.2,0,0
2026-04-11,Saturday,Day,9,1,Stow,8,1752,219.0,180,0.0,0,0
2026-04-11,Saturday,Day,9,1,Pick,10,2824,282.4,240,0.3,0,0
2026-04-11,Saturday,Day,9,1,Rebin,10,3332,333.2,300,2.3,0,0
2026-04-11,Saturday,Day,9,1,Pack-Singles,10,2405,240.5,210,0.6,0,0
2026-04-11,Saturday,Day,9,1,Pack-Multis,13,2217,170.5,140,0.0,0,0
2026-04-11,Saturday,Day,9,1,SLAM,14,13870,990.7,900,1.6,0,0
2026-04-11,Saturday,Day,10,2,Stow,10,2123,212.3,180,5.0,0,0
2026-04-11,Saturday,Day,10,2,Pick,12,3205,267.1,240,0.9,0,0
2026-04-11,Saturday,Day,10,2,Rebin,9,3419,379.9,300,1.7,0,0
2026-04-11,Saturday,Day,10,2,Pack-Singles,9,2018,224.2,210,1.2,0,0
2026-04-11,Saturday,Day,10,2,Pack-Multis,13,1924,148.0,140,2.9,0,0
2026-04-11,Saturday,Day,10,2,SLAM,11,10643,967.5,900,0.5,0,0
2026-04-11,Saturday,Day,11,3,Stow,15,2803,186.9,180,0.1,0,0
2026-04-11,Saturday,Day,11,3,Pick,13,3642,280.2,240,0.0,0,0
2026-04-11,Saturday,Day,11,3,Rebin,13,4802,369.4,300,1.7,0,0
2026-04-11,Saturday,Day,11,3,Pack-Singles,10,2337,233.7,210,1.6,0,0
2026-04-11,Saturday,Day,11,3,Pack-Multis,9,1583,175.9,140,3.8,0,0
2026-04-11,Saturday,Day,11,3,SLAM,11,11668,1060.7,900,3.0,0,0
2026-04-11,Saturday,Day,12,4,Stow,15,3443,229.5,180,0.0,0,0
2026-04-11,Saturday,Day,12,4,Pick,11,3142,285.6,240,0.5,0,0
2026-04-11,Saturday,Day,12,4,Rebin,15,5765,384.3,300,0.0,0,0
2026-04-11,Saturday,Day,12,4,Pack-Singles,11,2517,228.8,210,0.9,0,0
2026-04-11,Saturday,Day,12,4,Pack-Multis,11,1889,171.7,140,0.0,0,0
2026-04-11,Saturday,Day,12,4,SLAM,6,5512,918.7,900,0.0,0,0
2026-04-11,Saturday,Day,13,5,Stow,10,2097,209.7,180,0.0,0,0
2026-04-11,Saturday,Day,13,5,Pick,9,2322,258.0,240,0.0,0,0
2026-04-11,Saturday,Day,13,5,Rebin,10,3305,330.5,300,2.2,0,0
2026-04-11,Saturday,Day,13,5,Pack-Singles,10,2354,235.4,210,0.4,0,0
2026-04-11,Saturday,Day,13,5,Pack-Multis,13,2070,159.2,140,2.8,0,0
2026-04-11,Saturday,Day,13,5,SLAM,9,9282,1031.3,900,0.3,0,0
2026-04-11,Saturday,Day,14,6,Stow,9,1854,206.0,180,3.8,0,0
2026-04-11,Saturday,Day,14,6,Pick,10,2735,273.5,240,0.0,0,0
2026-04-11,Saturday,Day,14,6,Rebin,9,2933,325.9,300,0.5,0,0
2026-04-11,Saturday,Day,14,6,Pack-Singles,11,2614,237.6,210,0.0,0,0
2026-04-11,Saturday,Day,14,6,Pack-Multis,10,1666,166.6,140,0.0,0,0
2026-04-11,Saturday,Day,14,6,SLAM,11,11618,1056.2,900,0.0,0,0
2026-04-11,Saturday,Day,15,7,Stow,12,2175,181.2,180,2.5,0,0
2026-04-11,Saturday,Day,15,7,Pick,12,3258,271.5,240,2.9,0,0
2026-04-11,Saturday,Day,15,7,Rebin,11,3558,323.5,300,3.3,0,0
2026-04-11,Saturday,Day,15,7,Pack-Singles,15,3377,225.1,210,1.0,0,0
2026-04-11,Saturday,Day,15,7,Pack-Multis,14,2196,156.9,140,2.1,0,0
2026-04-11,Saturday,Day,15,7,SLAM,13,12666,974.3,900,1.8,0,0
2026-04-11,Saturday,Day,16,8,Stow,11,1999,181.7,180,0.0,0,0
2026-04-11,Saturday,Day,16,8,Pick,10,2821,282.1,240,2.6,0,0
2026-04-11,Saturday,Day,16,8,Rebin,13,4438,341.4,300,1.8,0,0
2026-04-11,Saturday,Day,16,8,Pack-Singles,12,2861,238.4,210,1.9,0,0
2026-04-11,Saturday,Day,16,8,Pack-Multis,9,1314,146.0,140,0.0,0,0
2026-04-11,Saturday,Day,16,8,SLAM,14,15521,1108.6,900,0.0,0,0
2026-04-11,Saturday,Day,17,9,Stow,15,2936,195.7,180,2.7,0,0
2026-04-11,Saturday,Day,17,9,Pick,13,3712,285.5,240,1.5,0,0
2026-04-11,Saturday,Day,17,9,Rebin,9,2897,321.9,300,2.0,0,0
2026-04-11,Saturday,Day,17,9,Pack-Singles,11,2612,237.5,210,1.1,0,0
2026-04-11,Saturday,Day,17,9,Pack-Multis,10,1398,139.8,140,0.6,0,0
2026-04-11,Saturday,Day,17,9,SLAM,12,10073,839.4,900,0.0,0,0
2026-04-11,Saturday,Night,19,0,Stow,10,2086,208.6,180,0.0,0,0
2026-04-11,Saturday,Night,19,0,Pick,13,4002,307.8,240,3.4,0,0
2026-04-11,Saturday,Night,19,0,Rebin,12,4081,340.1,300,0.0,0,0
2026-04-11,Saturday,Night,19,0,Pack-Singles,8,1800,225.0,210,1.8,0,0
2026-04-11,Saturday,Night,19,0,Pack-Multis,14,2012,143.7,140,1.5,0,0
2026-04-11,Saturday,Night,19,0,SLAM,12,11444,953.7,900,1.1,0,0
2026-04-11,Saturday,Night,20,1,Stow,10,1962,196.2,180,1.5,0,0
2026-04-11,Saturday,Night,20,1,Pick,11,2955,268.6,240,2.7,0,0
2026-04-11,Saturday,Night,20,1,Rebin,13,3866,297.4,300,1.3,0,0
2026-04-11,Saturday,Night,20,1,Pack-Singles,10,2261,226.1,210,0.0,0,0
2026-04-11,Saturday,Night,20,1,Pack-Multis,14,2211,157.9,140,2.9,0,0
2026-04-11,Saturday,Night,20,1,SLAM,14,13220,944.3,900,0.6,0,0
2026-04-11,Saturday,Night,21,2,Stow,15,2854,190.3,180,0.0,0,0
2026-04-11,Saturday,Night,21,2,Pick,14,3629,259.2,240,3.5,0,0
2026-04-11,Saturday,Night,21,2,Rebin,12,3844,320.3,300,3.5,0,0
2026-04-11,Saturday,Night,21,2,Pack-Singles,8,1723,215.4,210,0.0,0,0
2026-04-11,Saturday,Night,21,2,Pack-Multis,7,1112,158.9,140,0.4,0,0
2026-04-11,Saturday,Night,21,2,SLAM,13,12853,988.7,900,2.1,0,0
2026-04-11,Saturday,Night,22,3,Stow,11,2004,182.2,180,1.3,0,0
2026-04-11,Saturday,Night,22,3,Pick,13,3325,255.8,240,0.1,0,0
2026-04-11,Saturday,Night,22,3,Rebin,9,2928,325.3,300,0.4,0,0
2026-04-11,Saturday,Night,22,3,Pack-Singles,11,2429,220.8,210,0.5,0,0
2026-04-11,Saturday,Night,22,3,Pack-Multis,12,1866,155.5,140,4.1,0,0
2026-04-11,Saturday,Night,22,3,SLAM,13,13909,1069.9,900,0.0,0,0
2026-04-11,Saturday,Night,23,4,Stow,8,1538,192.2,180,2.5,0,0
2026-04-11,Saturday,Night,23,4,Pick,13,3619,278.4,240,0.0,0,0
2026-04-11,Saturday,Night,23,4,Rebin,14,4597,328.4,300,0.0,0,0
2026-04-11,Saturday,Night,23,4,Pack-Singles,13,2954,227.2,210,1.8,0,0
2026-04-11,Saturday,Night,23,4,Pack-Multis,13,2005,154.2,140,0.0,0,0
2026-04-11,Saturday,Night,23,4,SLAM,11,9389,853.5,900,2.2,0,0
2026-04-11,Saturday,Night,0,5,Stow,14,2460,175.7,180,0.2,0,0
2026-04-11,Saturday,Night,0,5,Pick,10,2485,248.5,240,1.8,0,0
2026-04-11,Saturday,Night,0,5,Rebin,11,3690,335.5,300,2.8,0,0
2026-04-11,Saturday,Night,0,5,Pack-Singles,14,2898,207.0,210,3.3,0,0
2026-04-11,Saturday,Night,0,5,Pack-Multis,14,2324,166.0,140,1.0,0,0
2026-04-11,Saturday,Night,0,5,SLAM,10,8962,896.2,900,0.0,0,0
2026-04-11,Saturday,Night,1,6,Stow,12,2447,203.9,180,3.2,0,0
2026-04-11,Saturday,Night,1,6,Pick,11,2815,255.9,240,1.0,0,0
2026-04-11,Saturday,Night,1,6,Rebin,10,3373,337.3,300,1.7,0,0
2026-04-11,Saturday,Night,1,6,Pack-Singles,12,2762,230.2,210,2.1,0,0
2026-04-11,Saturday,Night,1,6,Pack-Multis,13,1832,140.9,140,2.5,0,0
2026-04-11,Saturday,Night,1,6,SLAM,12,11199,933.2,900,1.6,0,0
2026-04-11,Saturday,Night,2,7,Stow,12,2435,202.9,180,0.0,0,0
2026-04-11,Saturday,Night,2,7,Pick,14,3527,251.9,240,0.4,0,0
2026-04-11,Saturday,Night,2,7,Rebin,10,2923,292.3,300,0.0,0,0
2026-04-11,Saturday,Night,2,7,Pack-Singles,13,3258,250.6,210,0.0,0,0
2026-04-11,Saturday,Night,2,7,Pack-Multis,10,1544,154.4,140,1.1,0,0
2026-04-11,Saturday,Night,2,7,SLAM,13,12175,936.5,900,0.3,0,0
2026-04-11,Saturday,Night,3,8,Stow,11,1693,153.9,180,0.0,0,0
2026-04-11,Saturday,Night,3,8,Pick,13,3470,266.9,240,3.3,0,0
2026-04-11,Saturday,Night,3,8,Rebin,12,3112,259.3,300,0.2,0,0
2026-04-11,Saturday,Night,3,8,Pack-Singles,14,3361,240.1,210,3.2,0,0
2026-04-11,Saturday,Night,3,8,Pack-Multis,11,1436,130.5,140,1.1,0,0
2026-04-11,Saturday,Night,3,8,SLAM,12,12303,1025.2,900,1.5,0,0
2026-04-11,Saturday,Night,4,9,Stow,12,2182,181.8,180,1.8,0,0
2026-04-11,Saturday,Night,4,9,Pick,13,2977,229.0,240,0.0,0,0
2026-04-11,Saturday,Night,4,9,Rebin,14,3737,266.9,300,3.7,0,0
2026-04-11,Saturday,Night,4,9,Pack-Singles,8,1619,202.4,210,2.7,0,0
2026-04-11,Saturday,Night,4,9,Pack-Multis,12,1533,127.8,140,1.8,0,0
2026-04-11,Saturday,Night,4,9,SLAM,12,10693,891.1,900,0.3,0,0
2026-04-12,Sunday,Day,8,0,Stow,16,3256,203.5,180,0.6,0,0
2026-04-12,Sunday,Day,8,0,Pick,10,3103,310.3,240,0.0,0,0
2026-04-12,Sunday,Day,8,0,Rebin,12,4070,339.2,300,0.0,0,0
2026-04-12,Sunday,Day,8,0,Pack-Singles,10,2468,246.8,210,0.0,0,0
2026-04-12,Sunday,Day,8,0,Pack-Multis,12,2165,180.4,140,1.5,0,0
2026-04-12,Sunday,Day,8,0,SLAM,9,8762,973.6,900,0.8,0,0
2026-04-12,Sunday,Day,9,1,Stow,11,2301,209.2,180,1.7,0,0
2026-04-12,Sunday,Day,9,1,Pick,15,4138,275.9,240,0.0,0,0
2026-04-12,Sunday,Day,9,1,Rebin,14,5257,375.5,300,1.5,0,0
2026-04-12,Sunday,Day,9,1,Pack-Singles,11,2772,252.0,210,0.9,0,0
2026-04-12,Sunday,Day,9,1,Pack-Multis,7,1171,167.3,140,2.5,0,0
2026-04-12,Sunday,Day,9,1,SLAM,14,13748,982.0,900,1.5,0,0
2026-04-12,Sunday,Day,10,2,Stow,12,2498,208.2,180,1.4,0,0
2026-04-12,Sunday,Day,10,2,Pick,12,3361,280.1,240,2.3,0,0
2026-04-12,Sunday,Day,10,2,Rebin,14,4574,326.7,300,0.9,0,0
2026-04-12,Sunday,Day,10,2,Pack-Singles,11,2551,231.9,210,0.0,0,0
2026-04-12,Sunday,Day,10,2,Pack-Multis,12,1996,166.3,140,1.0,0,0
2026-04-12,Sunday,Day,10,2,SLAM,11,11718,1065.3,900,3.3,0,0
2026-04-12,Sunday,Day,11,3,Stow,11,2090,190.0,180,1.1,0,0
2026-04-12,Sunday,Day,11,3,Pick,15,3803,253.5,240,2.2,0,0
2026-04-12,Sunday,Day,11,3,Rebin,14,4030,287.9,300,1.8,0,0
2026-04-12,Sunday,Day,11,3,Pack-Singles,13,3080,236.9,210,0.2,0,0
2026-04-12,Sunday,Day,11,3,Pack-Multis,10,1572,157.2,140,0.7,0,0
2026-04-12,Sunday,Day,11,3,SLAM,11,11110,1010.0,900,3.0,0,0
2026-04-12,Sunday,Day,12,4,Stow,9,1634,181.6,180,3.0,0,0
2026-04-12,Sunday,Day,12,4,Pick,11,2953,268.5,240,1.0,0,0
2026-04-12,Sunday,Day,12,4,Rebin,12,3988,332.3,300,2.0,0,0
2026-04-12,Sunday,Day,12,4,Pack-Singles,10,2363,236.3,210,0.0,0,0
2026-04-12,Sunday,Day,12,4,Pack-Multis,14,2226,159.0,140,2.2,0,0
2026-04-12,Sunday,Day,12,4,SLAM,12,12898,1074.8,900,1.2,0,0
2026-04-12,Sunday,Day,13,5,Stow,12,2316,193.0,180,0.0,0,0
2026-04-12,Sunday,Day,13,5,Pick,11,2891,262.8,240,3.3,0,0
2026-04-12,Sunday,Day,13,5,Rebin,12,3932,327.7,300,0.8,0,0
2026-04-12,Sunday,Day,13,5,Pack-Singles,12,2884,240.3,210,1.6,0,0
2026-04-12,Sunday,Day,13,5,Pack-Multis,12,1743,145.2,140,0.0,0,0
2026-04-12,Sunday,Day,13,5,SLAM,11,11831,1075.5,900,0.7,0,0
2026-04-12,Sunday,Day,14,6,Stow,14,2888,206.3,180,3.2,0,0
2026-04-12,Sunday,Day,14,6,Pick,14,4148,296.3,240,0.0,0,0
2026-04-12,Sunday,Day,14,6,Rebin,12,4494,374.5,300,1.6,0,0
2026-04-12,Sunday,Day,14,6,Pack-Singles,13,2834,218.0,210,4.1,0,0
2026-04-12,Sunday,Day,14,6,Pack-Multis,10,1385,138.5,140,0.7,0,0
2026-04-12,Sunday,Day,14,6,SLAM,7,6694,956.3,900,5.0,0,0
2026-04-12,Sunday,Day,15,7,Stow,11,2008,182.5,180,1.2,0,0
2026-04-12,Sunday,Day,15,7,Pick,10,1577,157.7,240,1.7,1,0
2026-04-12,Sunday,Day,15,7,Rebin,12,2052,171.0,300,6.9,1,0
2026-04-12,Sunday,Day,15,7,Pack-Singles,13,1674,128.8,210,2.6,1,0
2026-04-12,Sunday,Day,15,7,Pack-Multis,10,821,82.1,140,1.8,1,0
2026-04-12,Sunday,Day,15,7,SLAM,15,14625,975.0,900,0.0,0,0
2026-04-12,Sunday,Day,16,8,Stow,9,1904,211.6,180,0.8,0,0
2026-04-12,Sunday,Day,16,8,Pick,11,1734,157.6,240,1.8,1,0
2026-04-12,Sunday,Day,16,8,Rebin,13,2257,173.6,300,3.9,1,0
2026-04-12,Sunday,Day,16,8,Pack-Singles,11,1378,125.3,210,4.2,1,0
2026-04-12,Sunday,Day,16,8,Pack-Multis,13,1092,84.0,140,2.3,1,0
2026-04-12,Sunday,Day,16,8,SLAM,15,15518,1034.5,900,0.6,0,0
2026-04-12,Sunday,Day,17,9,Stow,10,2085,208.5,180,1.4,0,0
2026-04-12,Sunday,Day,17,9,Pick,11,2876,261.5,240,1.7,0,0
2026-04-12,Sunday,Day,17,9,Rebin,11,3867,351.5,300,3.1,0,0
2026-04-12,Sunday,Day,17,9,Pack-Singles,13,3235,248.8,210,1.2,0,0
2026-04-12,Sunday,Day,17,9,Pack-Multis,13,2105,161.9,140,2.7,0,0
2026-04-12,Sunday,Day,17,9,SLAM,13,13206,1015.8,900,4.1,0,0
2026-04-12,Sunday,Night,19,0,Stow,11,2085,189.5,180,0.6,0,0
2026-04-12,Sunday,Night,19,0,Pick,8,2251,281.4,240,0.0,0,0
2026-04-12,Sunday,Night,19,0,Rebin,12,3466,288.8,300,2.1,0,0
2026-04-12,Sunday,Night,19,0,Pack-Singles,10,2067,206.7,210,1.5,0,0
2026-04-12,Sunday,Night,19,0,Pack-Multis,10,1437,143.7,140,1.5,0,0
2026-04-12,Sunday,Night,19,0,SLAM,13,11796,907.4,900,0.0,0,0
2026-04-12,Sunday,Night,20,1,Stow,12,2397,199.8,180,3.4,0,0
2026-04-12,Sunday,Night,20,1,Pick,9,2258,250.9,240,3.0,0,0
2026-04-12,Sunday,Night,20,1,Rebin,15,4478,298.5,300,0.1,0,0
2026-04-12,Sunday,Night,20,1,Pack-Singles,12,2586,215.5,210,0.1,0,0
2026-04-12,Sunday,Night,20,1,Pack-Multis,12,1991,165.9,140,0.0,0,0
2026-04-12,Sunday,Night,20,1,SLAM,14,12933,923.8,900,1.7,0,0
2026-04-12,Sunday,Night,21,2,Stow,15,2953,196.9,180,0.8,0,0
2026-04-12,Sunday,Night,21,2,Pick,13,3296,253.5,240,2.0,0,0
2026-04-12,Sunday,Night,21,2,Rebin,11,3742,340.2,300,0.0,0,0
2026-04-12,Sunday,Night,21,2,Pack-Singles,9,1821,202.3,210,1.1,0,0
2026-04-12,Sunday,Night,21,2,Pack-Multis,8,1139,142.4,140,0.0,0,0
